coname,gvkey,fyear,cusip,exchange,ticker,datadate,fyr,cik,date,formtype,datefiled,filepath
ONE GAS INC,19517,2018,68235P10,NYS,OGS,31-Dec-18,12,1587732,31-Dec-18,DEF 14A,04/03/19,https://www.sec.gov/Archives/edgar/data/1587732/0001193125-19-096629.txt
ONE GAS INC,19517,2019,68235P10,NYS,OGS,31-Dec-19,12,1587732,31-Dec-19,DEF 14A,04/01/20,https://www.sec.gov/Archives/edgar/data/1587732/0001193125-20-094632.txt
CIVEO CORP,20020,2017,17878Y20,NYS,CVEO,31-Dec-17,12,1590584,31-Dec-17,DEF 14A,04/03/18,https://www.sec.gov/Archives/edgar/data/1590584/0001193125-18-105416.txt
CIVEO CORP,20020,2018,17878Y20,NYS,CVEO,31-Dec-18,12,1590584,31-Dec-18,DEF 14A,04/03/19,https://www.sec.gov/Archives/edgar/data/1590584/0001590584-19-000068.txt
CIVEO CORP,20020,2019,17878Y20,NYS,CVEO,31-Dec-19,12,1590584,31-Dec-19,DEF 14A,4/13/20,https://www.sec.gov/Archives/edgar/data/1590584/0001590584-20-000065.txt
CARETRUST REIT INC,19582,2017,14174T10,NAS,CTRE,31-Dec-17,12,1590717,31-Dec-17,DEF 14A,4/20/18,https://www.sec.gov/Archives/edgar/data/1590717/0001193125-18-124989.txt
CARETRUST REIT INC,19582,2018,14174T10,NAS,CTRE,31-Dec-18,12,1590717,31-Dec-18,DEF 14A,3/18/19,https://www.sec.gov/Archives/edgar/data/1590717/0001193125-19-078339.txt
CARETRUST REIT INC,19582,2019,14174T10,NAS,CTRE,31-Dec-19,12,1590717,31-Dec-19,DEF 14A,3/20/20,https://www.sec.gov/Archives/edgar/data/1590717/0001193125-20-080694.txt
REGENXBIO INC,26146,2017,75901B10,NAS,RGNX,31-Dec-17,12,1590877,31-Dec-17,DEF 14A,04/12/18,https://www.sec.gov/Archives/edgar/data/1590877/0001193125-18-115568.txt
REGENXBIO INC,26146,2018,75901B10,NAS,RGNX,31-Dec-18,12,1590877,31-Dec-18,DEF 14A,04/11/19,https://www.sec.gov/Archives/edgar/data/1590877/0001193125-19-103878.txt
REGENXBIO INC,26146,2019,75901B10,NAS,RGNX,31-Dec-19,12,1590877,31-Dec-19,DEF 14A,04/08/20,https://www.sec.gov/Archives/edgar/data/1590877/0001564590-20-015913.txt
CAESARS ENTERTAINMENT INC,21808,2017,12769G10,NAS,CZR,31-Dec-17,12,1590895,31-Dec-17,DEF 14A,4/25/18,https://www.sec.gov/Archives/edgar/data/1590895/0001564590-18-009093.txt
CAESARS ENTERTAINMENT INC,21808,2019,12769G10,NAS,CZR,31-Dec-19,12,1590895,31-Dec-19,DEF 14A,5/19/20,https://www.sec.gov/Archives/edgar/data/1590895/0001193125-20-145492.txt
PAYCOM SOFTWARE INC,20116,2017,70432V10,NYS,PAYC,31-Dec-17,12,1590955,31-Dec-17,DEF 14A,3/28/18,https://www.sec.gov/Archives/edgar/data/1590955/0001193125-18-099570.txt
PAYCOM SOFTWARE INC,20116,2018,70432V10,NYS,PAYC,31-Dec-18,12,1590955,31-Dec-18,DEF 14A,3/27/19,https://www.sec.gov/Archives/edgar/data/1590955/0001193125-19-088482.txt
PAYCOM SOFTWARE INC,20116,2019,70432V10,NYS,PAYC,31-Dec-19,12,1590955,31-Dec-19,DEF 14A,3/25/20,https://www.sec.gov/Archives/edgar/data/1590955/0001193125-20-085078.txt
PAYLOCITY HOLDING CORP,19730,2017,70438V10,NAS,PCTY,30-Jun-17,6,1591698,30-Jun-17,DEF 14A,10/24/17,https://www.sec.gov/Archives/edgar/data/1591698/0001558370-17-007476.txt
PAYLOCITY HOLDING CORP,19730,2018,70438V10,NAS,PCTY,30-Jun-18,6,1591698,30-Jun-18,DEF 14A,10/23/18,https://www.sec.gov/Archives/edgar/data/1591698/0001206774-18-002966.txt
PAYLOCITY HOLDING CORP,19730,2019,70438V10,NAS,PCTY,30-Jun-19,6,1591698,30-Jun-19,DEF 14A,10/25/19,https://www.sec.gov/Archives/edgar/data/1591698/0001206774-19-003592.txt
PAYLOCITY HOLDING CORP,19730,2020,70438V10,NAS,PCTY,30-Jun-20,6,1591698,30-Jun-20,DEF 14A,10/22/20,https://www.sec.gov/Archives/edgar/data/1591698/0001206774-20-002923.txt
ENDO INTERNATIONAL PLC,63645,2017,G3040110,NAS,ENDP,31-Dec-17,12,1593034,31-Dec-17,DEF 14A,4/27/18,https://www.sec.gov/Archives/edgar/data/1593034/0001193125-18-138794.txt
ENDO INTERNATIONAL PLC,63645,2018,G3040110,NAS,ENDP,31-Dec-18,12,1593034,31-Dec-18,DEF 14A,4/29/19,https://www.sec.gov/Archives/edgar/data/1593034/0001193125-19-125159.txt
ENDO INTERNATIONAL PLC,63645,2019,G3040110,NAS,ENDP,31-Dec-19,12,1593034,31-Dec-19,DEF 14A,4/28/20,https://www.sec.gov/Archives/edgar/data/1593034/0001193125-20-123270.txt
NAVIENT CORP,10121,2017,63938C10,NAS,NAVI,31-Dec-17,12,1593538,31-Dec-17,DEF 14A,4/13/18,https://www.sec.gov/Archives/edgar/data/1593538/0001140361-18-018539.txt
NAVIENT CORP,10121,2019,63938C10,NAS,NAVI,31-Dec-19,12,1593538,31-Dec-19,DEF 14A,04/09/20,https://www.sec.gov/Archives/edgar/data/1593538/0001140361-20-008517.txt
MICHAELS COS INC,7316,2017,59408Q10,NAS,MIK,31-Jan-18,1,1593936,31-Jan-17,DEF 14A,4/24/17,https://www.sec.gov/Archives/edgar/data/1593936/0001558370-17-002821.txt
MICHAELS COS INC,7316,2018,59408Q10,NAS,MIK,31-Jan-19,1,1593936,31-Jan-18,DEF 14A,05/02/18,https://www.sec.gov/Archives/edgar/data/1593936/0001558370-18-003758.txt
MICHAELS COS INC,7316,2019,59408Q10,NAS,MIK,31-Jan-20,1,1593936,31-Jan-19,DEF 14A,4/30/19,https://www.sec.gov/Archives/edgar/data/1593936/0001558370-19-003631.txt
GRUBHUB INC,19906,2017,40011010,NYS,GRUB,31-Dec-17,12,1594109,31-Dec-17,DEF 14A,4/13/18,https://www.sec.gov/Archives/edgar/data/1594109/0001564590-18-008106.txt
GRUBHUB INC,19906,2018,40011010,NYS,GRUB,31-Dec-18,12,1594109,31-Dec-18,DEF 14A,04/11/19,https://www.sec.gov/Archives/edgar/data/1594109/0001564590-19-011304.txt
GRUBHUB INC,19906,2019,40011010,NYS,GRUB,31-Dec-19,12,1594109,31-Dec-19,DEF 14A,04/09/20,https://www.sec.gov/Archives/edgar/data/1594109/0001564590-20-015981.txt
WASHINGTON PRIME GROUP INC,20344,2017,93964W40,NYS,WPG,31-Dec-17,12,1594686,31-Dec-17,DEF 14A,3/30/18,https://www.sec.gov/Archives/edgar/data/1594686/0001437749-18-005920.txt
WASHINGTON PRIME GROUP INC,20344,2018,93964W40,NYS,WPG,31-Dec-18,12,1594686,31-Dec-18,DEF 14A,3/29/19,https://www.sec.gov/Archives/edgar/data/1594686/0001437749-19-006039.txt
WASHINGTON PRIME GROUP INC,20344,2019,93964W40,NYS,WPG,31-Dec-19,12,1594686,31-Dec-19,DEF 14A,4/29/20,https://www.sec.gov/Archives/edgar/data/1594686/0001437749-20-008749.txt
ARISTA NETWORKS INC,20748,2017,4041310,NYS,ANET,31-Dec-17,12,1596532,31-Dec-17,DEF 14A,4/18/18,https://www.sec.gov/Archives/edgar/data/1596532/0001596532-18-000097.txt
ARISTA NETWORKS INC,20748,2018,4041310,NYS,ANET,31-Dec-18,12,1596532,31-Dec-18,DEF 14A,4/17/19,https://www.sec.gov/Archives/edgar/data/1596532/0001140361-19-007278.txt
ARISTA NETWORKS INC,20748,2019,4041310,NYS,ANET,31-Dec-19,12,1596532,31-Dec-19,DEF 14A,4/15/20,https://www.sec.gov/Archives/edgar/data/1596532/0001140361-20-008939.txt
CATALENT INC,20228,2017,14880610,NYS,CTLT,30-Jun-17,6,1596783,30-Jun-17,DEF 14A,9/22/17,https://www.sec.gov/Archives/edgar/data/1596783/0001193125-17-291394.txt
CATALENT INC,20228,2018,14880610,NYS,CTLT,30-Jun-18,6,1596783,30-Jun-18,DEF 14A,9/21/18,https://www.sec.gov/Archives/edgar/data/1596783/0001193125-18-279393.txt
CATALENT INC,20228,2019,14880610,NYS,CTLT,30-Jun-19,6,1596783,30-Jun-19,DEF 14A,9/20/19,https://www.sec.gov/Archives/edgar/data/1596783/0001193125-19-250726.txt
CATALENT INC,20228,2020,14880610,NYS,CTLT,30-Jun-20,6,1596783,30-Jun-20,DEF 14A,9/18/20,https://www.sec.gov/Archives/edgar/data/1596783/0001193125-20-248603.txt
DORIAN LPG LTD,317264,2017,Y2106R11,NYS,LPG,31-Mar-18,3,1596993,31-Mar-17,DEF 14A,7/31/17,https://www.sec.gov/Archives/edgar/data/1596993/0000919574-17-005657.txt
DORIAN LPG LTD,317264,2018,Y2106R11,NYS,LPG,31-Mar-19,3,1596993,31-Mar-18,DEF 14A,11/13/18,https://www.sec.gov/Archives/edgar/data/1596993/0000919574-18-007117.txt
DORIAN LPG LTD,317264,2019,Y2106R11,NYS,LPG,31-Mar-20,3,1596993,31-Mar-19,DEF 14A,10/23/19,https://www.sec.gov/Archives/edgar/data/1596993/0000919574-19-006520.txt
SABRE CORP,19649,2017,78573M10,NAS,SABR,31-Dec-17,12,1597033,31-Dec-17,DEF 14A,04/06/18,https://www.sec.gov/Archives/edgar/data/1597033/0001193125-18-109047.txt
SABRE CORP,19649,2018,78573M10,NAS,SABR,31-Dec-18,12,1597033,31-Dec-18,DEF 14A,03/08/19,https://www.sec.gov/Archives/edgar/data/1597033/0001193125-19-069142.txt
SABRE CORP,19649,2019,78573M10,NAS,SABR,31-Dec-19,12,1597033,31-Dec-19,DEF 14A,3/18/20,https://www.sec.gov/Archives/edgar/data/1597033/0001193125-20-077183.txt
RAYONIER ADVANCED MATERIALS,20502,2017,75508B10,NYS,RYAM,31-Dec-17,12,1597672,31-Dec-17,DEF 14A,04/06/18,https://www.sec.gov/Archives/edgar/data/1597672/0001597672-18-000009.txt
RAYONIER ADVANCED MATERIALS,20502,2018,75508B10,NYS,RYAM,31-Dec-18,12,1597672,31-Dec-18,DEF 14A,04/08/19,https://www.sec.gov/Archives/edgar/data/1597672/0001193125-19-099944.txt
RAYONIER ADVANCED MATERIALS,20502,2019,75508B10,NYS,RYAM,31-Dec-19,12,1597672,31-Dec-19,DEF 14A,04/03/20,https://www.sec.gov/Archives/edgar/data/1597672/0001193125-20-097214.txt
IHS MARKIT LTD,162906,2017,G4756710,NYS,INFO,30-Nov-17,11,1598014,30-Nov-17,DEF 14A,2/27/18,https://www.sec.gov/Archives/edgar/data/1598014/0001193125-18-059270.txt
IHS MARKIT LTD,162906,2018,G4756710,NYS,INFO,30-Nov-18,11,1598014,30-Nov-18,DEF 14A,2/27/19,https://www.sec.gov/Archives/edgar/data/1598014/0001193125-19-052684.txt
IHS MARKIT LTD,162906,2019,G4756710,NYS,INFO,30-Nov-19,11,1598014,30-Nov-19,DEF 14A,2/28/20,https://www.sec.gov/Archives/edgar/data/1598014/0001193125-20-053948.txt
TIMKENSTEEL CORP,20011,2017,88739910,NYS,TMST,31-Dec-17,12,1598428,31-Dec-17,DEF 14A,3/14/18,https://www.sec.gov/Archives/edgar/data/1598428/0001193125-18-082499.txt
TIMKENSTEEL CORP,20011,2018,88739910,NYS,TMST,31-Dec-18,12,1598428,31-Dec-18,DEF 14A,3/19/19,https://www.sec.gov/Archives/edgar/data/1598428/0001193125-19-079670.txt
TIMKENSTEEL CORP,20011,2019,88739910,NYS,TMST,31-Dec-19,12,1598428,31-Dec-19,DEF 14A,3/18/20,https://www.sec.gov/Archives/edgar/data/1598428/0001193125-20-077261.txt
VERITIV CORP,19858,2017,92345410,NYS,VRTV,31-Dec-17,12,1599489,31-Dec-17,DEF 14A,03/02/18,https://www.sec.gov/Archives/edgar/data/1599489/0001047469-18-001230.txt
VERITIV CORP,19858,2018,92345410,NYS,VRTV,31-Dec-18,12,1599489,31-Dec-18,DEF 14A,03/01/19,https://www.sec.gov/Archives/edgar/data/1599489/0001047469-19-000810.txt
VERITIV CORP,19858,2019,92345410,NYS,VRTV,31-Dec-19,12,1599489,31-Dec-19,DEF 14A,03/12/20,https://www.sec.gov/Archives/edgar/data/1599489/0001047469-20-001406.txt
NOW INC,20235,2017,67011P10,NYS,DNOW,31-Dec-17,12,1599617,31-Dec-17,DEF 14A,4/13/18,https://www.sec.gov/Archives/edgar/data/1599617/0001193125-18-116116.txt
NOW INC,20235,2018,67011P10,NYS,DNOW,31-Dec-18,12,1599617,31-Dec-18,DEF 14A,04/12/19,https://www.sec.gov/Archives/edgar/data/1599617/0001193125-19-104577.txt
NOW INC,20235,2019,67011P10,NYS,DNOW,31-Dec-19,12,1599617,31-Dec-19,DEF 14A,04/09/20,https://www.sec.gov/Archives/edgar/data/1599617/0001564590-20-016014.txt
E.L.F. BEAUTY INC,27907,2017,26856L10,NYS,ELF,31-Dec-17,12,1600033,31-Dec-17,DEF 14A,04/10/18,https://www.sec.gov/Archives/edgar/data/1600033/0001600033-18-000020.txt
E.L.F. BEAUTY INC,27907,2019,26856L10,NYS,ELF,31-Mar-20,3,1600033,31-Mar-19,DEF 14A,04/10/19,https://www.sec.gov/Archives/edgar/data/1600033/0001600033-19-000028.txt
E.L.F. BEAUTY INC,27907,2018,26856L10,NYS,ELF,31-Dec-18,12,1600033,31-Dec-18,DEF 14A,04/10/19,https://www.sec.gov/Archives/edgar/data/1600033/0001600033-19-000028.txt
GMS INC,22583,2017,36251C10,NYS,GMS,30-Apr-18,4,1600438,30-Apr-17,DEF 14A,8/22/17,https://www.sec.gov/Archives/edgar/data/1600438/0001047469-17-005341.txt
GMS INC,22583,2018,36251C10,NYS,GMS,30-Apr-19,4,1600438,30-Apr-18,DEF 14A,8/28/18,https://www.sec.gov/Archives/edgar/data/1600438/0001047469-18-005843.txt
GMS INC,22583,2019,36251C10,NYS,GMS,30-Apr-20,4,1600438,30-Apr-19,DEF 14A,8/27/19,https://www.sec.gov/Archives/edgar/data/1600438/0001047469-19-004852.txt
KEYSIGHT TECHNOLOGIES INC,20232,2017,49338L10,NYS,KEYS,31-Oct-17,10,1601046,31-Oct-17,DEF 14A,02/09/18,https://www.sec.gov/Archives/edgar/data/1601046/0001140361-18-005975.txt
KEYSIGHT TECHNOLOGIES INC,20232,2018,49338L10,NYS,KEYS,31-Oct-18,10,1601046,31-Oct-18,DEF 14A,02/01/19,https://www.sec.gov/Archives/edgar/data/1601046/0001140361-19-002240.txt
KEYSIGHT TECHNOLOGIES INC,20232,2019,49338L10,NYS,KEYS,31-Oct-19,10,1601046,31-Oct-19,DEF 14A,1/31/20,https://www.sec.gov/Archives/edgar/data/1601046/0001140361-20-001969.txt
SYNCHRONY FINANCIAL,20686,2017,87165B10,NYS,SYF,31-Dec-17,12,1601712,31-Dec-17,DEF 14A,04/04/18,https://www.sec.gov/Archives/edgar/data/1601712/0001193125-18-107511.txt
SYNCHRONY FINANCIAL,20686,2018,87165B10,NYS,SYF,31-Dec-18,12,1601712,31-Dec-18,DEF 14A,04/05/19,https://www.sec.gov/Archives/edgar/data/1601712/0001193125-19-099228.txt
SYNCHRONY FINANCIAL,20686,2019,87165B10,NYS,SYF,31-Dec-19,12,1601712,31-Dec-19,DEF 14A,04/06/20,https://www.sec.gov/Archives/edgar/data/1601712/0001193125-20-099542.txt
WEATHERFORD INTL PLC,4367,2017,G4883311,OTH,WFTLF,31-Dec-17,12,1603923,31-Dec-17,DEF 14A,3/13/18,https://www.sec.gov/Archives/edgar/data/1603923/0001193125-18-080752.txt
WEATHERFORD INTL PLC,4367,2018,G4883311,OTH,WFTLF,31-Dec-18,12,1603923,31-Dec-18,DEF 14A,4/30/19,https://www.sec.gov/Archives/edgar/data/1603923/0001193125-19-126940.txt
WEATHERFORD INTL PLC,4367,2019,G4883311,OTH,WFTLF,31-Dec-19,12,1603923,31-Dec-19,DEF 14A,4/27/20,https://www.sec.gov/Archives/edgar/data/1603923/0001193125-20-121173.txt
QORVO INC,64853,2017,74736K10,NAS,QRVO,31-Mar-18,3,1604778,31-Mar-17,DEF 14A,6/28/17,https://www.sec.gov/Archives/edgar/data/1604778/0001193125-17-216179.txt
QORVO INC,64853,2018,74736K10,NAS,QRVO,31-Mar-19,3,1604778,31-Mar-18,DEF 14A,6/26/18,https://www.sec.gov/Archives/edgar/data/1604778/0001193125-18-203783.txt
QORVO INC,64853,2019,74736K10,NAS,QRVO,31-Mar-20,3,1604778,31-Mar-19,DEF 14A,6/25/19,https://www.sec.gov/Archives/edgar/data/1604778/0001193125-19-181087.txt
GREEN BANCORP INC,21326,2017,39260X10,NAS,GNBC,31-Dec-17,12,1606363,31-Dec-17,DEF 14A,4/13/18,https://www.sec.gov/Archives/edgar/data/1606363/0001628280-18-004260.txt
EL POLLO LOCO HOLDINGS INC,21124,2017,26860310,NAS,LOCO,31-Dec-17,12,1606366,31-Dec-17,DEF 14A,4/25/18,https://www.sec.gov/Archives/edgar/data/1606366/0001606366-18-000008.txt
EL POLLO LOCO HOLDINGS INC,21124,2018,26860310,NAS,LOCO,31-Dec-18,12,1606366,31-Dec-18,DEF 14A,4/24/19,https://www.sec.gov/Archives/edgar/data/1606366/0001606366-19-000013.txt
EL POLLO LOCO HOLDINGS INC,21124,2019,26860310,NAS,LOCO,31-Dec-19,12,1606366,31-Dec-19,DEF 14A,4/21/20,https://www.sec.gov/Archives/edgar/data/1606366/0001606366-20-000011.txt
AVANOS MEDICAL INC,21352,2017,05350V10,NYS,AVNS,31-Dec-17,12,1606498,31-Dec-17,DEF 14A,03/09/18,https://www.sec.gov/Archives/edgar/data/1606498/0001672764-18-000003.txt
AVANOS MEDICAL INC,21352,2018,05350V10,NYS,AVNS,31-Dec-18,12,1606498,31-Dec-18,DEF 14A,3/15/19,https://www.sec.gov/Archives/edgar/data/1606498/0001552781-19-000099.txt
AVANOS MEDICAL INC,21352,2019,05350V10,NYS,AVNS,31-Dec-19,12,1606498,31-Dec-19,DEF 14A,3/16/20,https://www.sec.gov/Archives/edgar/data/1606498/0001104659-20-033966.txt
CALIFORNIA RESOURCES CORP,21431,2017,13057Q30,NYS,CRC,31-Dec-17,12,1609253,31-Dec-17,DEF 14A,3/27/18,https://www.sec.gov/Archives/edgar/data/1609253/0001564590-18-006859.txt
CALIFORNIA RESOURCES CORP,21431,2018,13057Q30,NYS,CRC,31-Dec-18,12,1609253,31-Dec-18,DEF 14A,3/26/19,https://www.sec.gov/Archives/edgar/data/1609253/0001564590-19-009353.txt
CALIFORNIA RESOURCES CORP,21431,2019,13057Q30,NYS,CRC,31-Dec-19,12,1609253,31-Dec-19,DEF 14A,3/24/20,https://www.sec.gov/Archives/edgar/data/1609253/0001564590-20-012533.txt
CDK GLOBAL INC,21761,2017,1.25E+14,NAS,CDK,30-Jun-17,6,1609702,30-Jun-17,DEF 14A,10/03/17,https://www.sec.gov/Archives/edgar/data/1609702/0001206774-17-002890.txt
CDK GLOBAL INC,21761,2018,1.25E+14,NAS,CDK,30-Jun-18,6,1609702,30-Jun-18,DEF 14A,10/02/18,https://www.sec.gov/Archives/edgar/data/1609702/0001140361-18-039959.txt
CDK GLOBAL INC,21761,2019,1.25E+14,NAS,CDK,30-Jun-19,6,1609702,30-Jun-19,DEF 14A,10/10/19,https://www.sec.gov/Archives/edgar/data/1609702/0001140361-19-018305.txt
CDK GLOBAL INC,21761,2020,1.25E+14,NAS,CDK,30-Jun-20,6,1609702,30-Jun-20,DEF 14A,9/29/20,https://www.sec.gov/Archives/edgar/data/1609702/0001140361-20-021855.txt
DIPLOMAT PHARMACY INC,21047,2017,25456K10,NYS,DPLO,31-Dec-17,12,1610092,31-Dec-17,DEF 14A,4/30/18,https://www.sec.gov/Archives/edgar/data/1610092/0001047469-18-003347.txt
DIPLOMAT PHARMACY INC,21047,2018,25456K10,NYS,DPLO,31-Dec-18,12,1610092,31-Dec-18,DEF 14A,4/24/19,https://www.sec.gov/Archives/edgar/data/1610092/0001047469-19-002543.txt
BOOT BARN HOLDINGS INC,21898,2017,9940610,NYS,BOOT,31-Mar-18,3,1610250,31-Mar-17,DEF 14A,7/20/17,https://www.sec.gov/Archives/edgar/data/1610250/0001558370-17-005199.txt
BOOT BARN HOLDINGS INC,21898,2018,9940610,NYS,BOOT,31-Mar-19,3,1610250,31-Mar-18,DEF 14A,7/27/18,https://www.sec.gov/Archives/edgar/data/1610250/0001558370-18-005796.txt
BOOT BARN HOLDINGS INC,21898,2019,9940610,NYS,BOOT,31-Mar-20,3,1610250,31-Mar-19,DEF 14A,7/18/19,https://www.sec.gov/Archives/edgar/data/1610250/0001558370-19-006139.txt
SYNEOS HEALTH INC,22039,2017,87166B10,NAS,SYNH,31-Dec-17,12,1610950,31-Dec-17,DEF 14A,4/13/18,https://www.sec.gov/Archives/edgar/data/1610950/0001610950-18-000013.txt
SYNEOS HEALTH INC,22039,2018,87166B10,NAS,SYNH,31-Dec-18,12,1610950,31-Dec-18,DEF 14A,04/12/19,https://www.sec.gov/Archives/edgar/data/1610950/0001610950-19-000015.txt
SYNEOS HEALTH INC,22039,2019,87166B10,NAS,SYNH,31-Dec-19,12,1610950,31-Dec-19,DEF 14A,4/16/20,https://www.sec.gov/Archives/edgar/data/1610950/0001610950-20-000061.txt
URBAN EDGE PROPERTIES,22459,2017,91704F10,NYS,UE,31-Dec-17,12,1611547,31-Dec-17,DEF 14A,3/29/18,https://www.sec.gov/Archives/edgar/data/1611547/0001611547-18-000015.txt
URBAN EDGE PROPERTIES,22459,2018,91704F10,NYS,UE,31-Dec-18,12,1611547,31-Dec-18,DEF 14A,3/26/19,https://www.sec.gov/Archives/edgar/data/1611547/0001611547-19-000018.txt
URBAN EDGE PROPERTIES,22459,2019,91704F10,NYS,UE,31-Dec-19,12,1611547,31-Dec-19,DEF 14A,3/26/20,https://www.sec.gov/Archives/edgar/data/1611547/0001140361-20-007054.txt
MEDTRONIC PLC,7228,2017,G5960L10,NYS,MDT,30-Apr-18,4,1613103,30-Apr-17,DEF 14A,8/28/17,https://www.sec.gov/Archives/edgar/data/1613103/0001308179-17-000223.txt
MEDTRONIC PLC,7228,2018,G5960L10,NYS,MDT,30-Apr-19,4,1613103,30-Apr-18,DEF 14A,8/24/18,https://www.sec.gov/Archives/edgar/data/1613103/0001308179-18-000261.txt
MEDTRONIC PLC,7228,2019,G5960L10,NYS,MDT,30-Apr-20,4,1613103,30-Apr-19,DEF 14A,8/16/19,https://www.sec.gov/Archives/edgar/data/1613103/0001308179-19-000222.txt
GREAT WESTERN BANCORP INC,21616,2017,39141610,NYS,GWB,30-Sep-17,9,1613665,30-Sep-17,DEF 14A,01/10/18,https://www.sec.gov/Archives/edgar/data/1613665/0001613665-18-000003.txt
GREAT WESTERN BANCORP INC,21616,2018,39141610,NYS,GWB,30-Sep-18,9,1613665,30-Sep-18,DEF 14A,01/11/19,https://www.sec.gov/Archives/edgar/data/1613665/0001613665-19-000003.txt
GREAT WESTERN BANCORP INC,21616,2019,39141610,NYS,GWB,30-Sep-19,9,1613665,30-Sep-19,DEF 14A,12/23/19,https://www.sec.gov/Archives/edgar/data/1613665/0001613665-19-000097.txt
GREAT WESTERN BANCORP INC,21616,2020,39141610,NYS,GWB,30-Sep-20,9,1613665,30-Sep-20,DEF 14A,12/23/20,https://www.sec.gov/Archives/edgar/data/1613665/0001613665-20-000141.txt
PRA HEALTH SCIENCES INC,21739,2017,69354M10,NAS,PRAH,31-Dec-17,12,1613859,31-Dec-17,DEF 14A,4/20/18,https://www.sec.gov/Archives/edgar/data/1613859/0001047469-18-003013.txt
PRA HEALTH SCIENCES INC,21739,2018,69354M10,NAS,PRAH,31-Dec-18,12,1613859,31-Dec-18,DEF 14A,4/18/19,https://www.sec.gov/Archives/edgar/data/1613859/0001047469-19-002379.txt
PRA HEALTH SCIENCES INC,21739,2019,69354M10,NAS,PRAH,31-Dec-19,12,1613859,31-Dec-19,DEF 14A,04/03/20,https://www.sec.gov/Archives/edgar/data/1613859/0001047469-20-002068.txt
CADENCE BANCORPORATION,30962,2017,12739A10,NYS,CADE,31-Dec-17,12,1614184,31-Dec-17,DEF 14A,3/30/18,https://www.sec.gov/Archives/edgar/data/1614184/0001193125-18-102817.txt
CADENCE BANCORPORATION,30962,2018,12739A10,NYS,CADE,31-Dec-18,12,1614184,31-Dec-18,DEF 14A,3/29/19,https://www.sec.gov/Archives/edgar/data/1614184/0001193125-19-092269.txt
CADENCE BANCORPORATION,30962,2019,12739A10,NYS,CADE,31-Dec-19,12,1614184,31-Dec-19,DEF 14A,3/27/20,https://www.sec.gov/Archives/edgar/data/1614184/0001193125-20-087557.txt
C&J ENERGY SERVICES INC,186336,2017,12674R10,NYS,CJ,31-Dec-17,12,1615817,31-Dec-17,DEF 14A,04/09/18,https://www.sec.gov/Archives/edgar/data/1615817/0001193125-18-111585.txt
C&J ENERGY SERVICES INC,186336,2018,12674R10,NYS,CJ,31-Dec-18,12,1615817,31-Dec-18,DEF 14A,04/09/19,https://www.sec.gov/Archives/edgar/data/1615817/0001193125-19-101453.txt
XENIA HOTELS & RESORTS INC,22983,2017,98401710,NYS,XHR,31-Dec-17,12,1616000,31-Dec-17,DEF 14A,04/09/18,https://www.sec.gov/Archives/edgar/data/1616000/0001616000-18-000055.txt
XENIA HOTELS & RESORTS INC,22983,2018,98401710,NYS,XHR,31-Dec-18,12,1616000,31-Dec-18,DEF 14A,04/08/19,https://www.sec.gov/Archives/edgar/data/1616000/0001616000-19-000032.txt
XENIA HOTELS & RESORTS INC,22983,2019,98401710,NYS,XHR,31-Dec-19,12,1616000,31-Dec-19,DEF 14A,04/06/20,https://www.sec.gov/Archives/edgar/data/1616000/0001616000-20-000060.txt
VISTA OUTDOOR INC,22653,2017,92837710,NYS,VSTO,31-Mar-18,3,1616318,31-Mar-17,DEF 14A,6/16/17,https://www.sec.gov/Archives/edgar/data/1616318/0001616318-17-000110.txt
VISTA OUTDOOR INC,22653,2018,92837710,NYS,VSTO,31-Mar-19,3,1616318,31-Mar-18,DEF 14A,6/18/18,https://www.sec.gov/Archives/edgar/data/1616318/0001616318-18-000059.txt
VISTA OUTDOOR INC,22653,2019,92837710,NYS,VSTO,31-Mar-20,3,1616318,31-Mar-19,DEF 14A,6/21/19,https://www.sec.gov/Archives/edgar/data/1616318/0001616318-19-000039.txt
SMART GLOBAL HOLDINGS INC,31494,2018,G8232Y10,NAS,SGH,31-Aug-18,8,1616533,31-Aug-18,DEF 14A,12/14/18,https://www.sec.gov/Archives/edgar/data/1616533/0000950103-18-014680.txt
SMART GLOBAL HOLDINGS INC,31494,2019,G8232Y10,NAS,SGH,31-Aug-19,8,1616533,31-Aug-19,DEF 14A,12/20/19,https://www.sec.gov/Archives/edgar/data/1616533/0001193125-19-321081.txt
SMART GLOBAL HOLDINGS INC,31494,2020,G8232Y10,NAS,SGH,31-Aug-20,8,1616533,31-Aug-20,DEF 14A,12/21/20,https://www.sec.gov/Archives/edgar/data/1616533/0001193125-20-323275.txt
PARK HOTELS & RESORTS,27394,2017,70051710,NYS,PK,31-Dec-17,12,1617406,31-Dec-17,DEF 14A,3/30/18,https://www.sec.gov/Archives/edgar/data/1617406/0001193125-18-102756.txt
PARK HOTELS & RESORTS,27394,2018,70051710,NYS,PK,31-Dec-18,12,1617406,31-Dec-18,DEF 14A,3/29/19,https://www.sec.gov/Archives/edgar/data/1617406/0001564590-19-009992.txt
PARK HOTELS & RESORTS,27394,2019,70051710,NYS,PK,31-Dec-19,12,1617406,31-Dec-19,DEF 14A,03/12/20,https://www.sec.gov/Archives/edgar/data/1617406/0001193125-20-070851.txt
